Property_ID,City,Area_Locality,Property_Type,BHK,Size_sqft,Bathroom_Count,Furnishing_Status,Floor_Number,Total_Floors,Parking_Available,Distance_to_Metro_km,Property_Age_Years,Monthly_Rent
P02158,Hyderabad,Gachibowli,Villa,2,500.0,2.0,Furnished,1,7,Yes,0.73,16,26081
P02159,Hyderabad,Madhapur,Villa,1,1787.0,1.0,Furnished,9,13,Yes,3.03,4,49047
P02160,Mumbai,Borivali,Independent House,1,872.0,2.0,Furnished,8,19,Yes,0.39,12,46346
P02161,Chennai,T Nagar,Villa,5,1026.0,2.0,,4,13,Yes,0.51,10,42141
P02162,Delhi,Rohini,Apartment,2,643.0,2.0,Semi-Furnished,4,25,Yes,1.14,19,24264
P02163,Bangalore,Whitefield,Apartment,3,2638.0,3.0,Furnished,7,11,Yes,2.43,5,79134
P02164,Chennai,Anna Nagar,Apartment,2,1098.0,1.0,Unfurnished,19,22,No,8.36,13,27946
P02165,Hyderabad,Madhapur,Apartment,2,1696.0,1.0,Unfurnished,12,17,No,6.17,13,37501
P02166,Chennai,OMR,Villa,5,2211.0,4.0,Furnished,8,14,Yes,7.35,18,65145
P02167,Chennai,Anna Nagar,Independent House,4,1443.0,3.0,Unfurnished,18,23,No,1.94,15,41085
P02168,Hyderabad,Kukatpally,Apartment,3,1177.0,4.0,Semi-Furnished,11,25,No,5.71,2,38013
P02169,Mumbai,Borivali,Apartment,3,1458.0,1.0,Unfurnished,13,20,No,1.23,15,52902
P02170,Chennai,T Nagar,Independent House,5,1969.0,2.0,Semi-Furnished,14,19,No,4.46,10,59382
P02171,Chennai,OMR,Apartment,5,2827.0,6.0,Unfurnished,13,16,No,7.53,4,74851
P02172,Chennai,Anna Nagar,Independent House,5,1067.0,3.0,Furnished,10,18,Yes,1.74,14,45805
P02173,Pune,Kharadi,Apartment,5,1369.0,3.0,Semi-Furnished,6,16,No,5.58,16,42826
P02174,Chennai,Velachery,Independent House,1,2060.0,1.0,Semi-Furnished,18,22,Yes,6.24,17,52288
P02175,Bangalore,Indiranagar,Apartment,3,1369.0,1.0,Furnished,12,25,Yes,7.01,2,44240
P02176,Chennai,Velachery,Independent House,2,2391.0,1.0,Semi-Furnished,1,17,Yes,7.8,0,58813
P02177,Hyderabad,Kukatpally,Independent House,5,528.0,5.0,Furnished,12,24,No,5.82,3,29872
P02178,Bangalore,Marathahalli,Independent House,2,2875.0,2.0,Semi-Furnished,12,15,No,6.5,4,76441
P02179,Pune,Wakad,Independent House,3,1860.0,4.0,Furnished,6,10,No,1.56,18,57488
P02180,Pune,Baner,Apartment,2,2069.0,3.0,Semi-Furnished,16,18,Yes,1.98,13,59446
P02181,Mumbai,Powai,Villa,4,812.0,5.0,Semi-Furnished,14,25,Yes,4.23,17,45090
P02182,Chennai,OMR,Apartment,5,904.0,1.0,Furnished,12,14,Yes,3.63,18,33413
P02183,Bangalore,Indiranagar,Villa,2,2775.0,3.0,Semi-Furnished,18,19,Yes,2.11,7,76447
P02184,Hyderabad,Gachibowli,Independent House,4,2424.0,2.0,Unfurnished,8,12,No,0.65,18,65133
P02185,Pune,Baner,Apartment,1,741.0,2.0,Semi-Furnished,19,21,Yes,0.92,8,27823
P02186,Bangalore,Whitefield,Independent House,1,1608.0,1.0,Furnished,1,11,Yes,8.96,1,45805
P02187,Delhi,Karol Bagh,Independent House,1,2105.0,1.0,Unfurnished,2,22,Yes,2.62,4,53086
P02188,Chennai,OMR,Villa,3,1688.0,3.0,Furnished,1,8,No,2.14,13,49507
P02189,Pune,Kharadi,Villa,1,2439.0,1.0,Furnished,17,24,Yes,0.98,15,62331
P02190,Pune,Hinjewadi,Independent House,1,1282.0,1.0,Unfurnished,3,22,No,9.28,0,26980
P02191,Hyderabad,Kukatpally,Villa,1,1111.0,1.0,Semi-Furnished,2,6,Yes,8.44,14,30813
P02192,Hyderabad,Madhapur,Apartment,4,757.0,5.0,Furnished,13,21,No,5.01,9,34988
P02193,Chennai,Velachery,Apartment,5,776.0,1.0,Unfurnished,15,20,Yes,6.64,12,24496
P02194,Delhi,Saket,Apartment,2,1071.0,1.0,Semi-Furnished,9,11,Yes,7.16,2,34296
P02195,Chennai,OMR,Apartment,4,2894.0,4.0,Unfurnished,5,18,Yes,4.18,8,76132
P02196,Hyderabad,Gachibowli,Independent House,2,2485.0,3.0,Semi-Furnished,2,3,Yes,6.4,9,65675
P02197,Pune,Hinjewadi,Villa,4,2841.0,5.0,Unfurnished,19,22,No,4.37,19,71253
P02198,Delhi,Rohini,Apartment,1,1962.0,1.0,Unfurnished,20,23,No,4.62,12,46406
P02199,Hyderabad,Madhapur,Villa,3,1046.0,2.0,Semi-Furnished,20,21,No,1.73,12,33018
P02200,Pune,Baner,Independent House,3,556.0,3.0,Semi-Furnished,0,16,Yes,6.7,2,23525
P02201,Pune,Baner,Apartment,2,470.0,2.0,Unfurnished,20,24,Yes,2.75,16,17218
P02202,Bangalore,Whitefield,Apartment,4,2125.0,5.0,Unfurnished,1,23,No,9.89,3,60461
P02203,Chennai,T Nagar,Apartment,4,2119.0,2.0,Furnished,16,18,Yes,3.64,5,62498
P02204,Chennai,T Nagar,Villa,2,1191.0,1.0,Unfurnished,4,14,Yes,5.45,15,30135
P02205,Chennai,T Nagar,Independent House,5,2870.0,5.0,Semi-Furnished,1,2,No,1.1,17,79560
P02206,Mumbai,Andheri,Apartment,3,866.0,1.0,Furnished,11,22,Yes,8.3,10,42248
P02207,Hyderabad,Kukatpally,Apartment,2,2623.0,3.0,Furnished,0,14,No,1.35,11,73156
P02208,Delhi,Dwarka,Villa,4,2597.0,2.0,Furnished,4,22,Yes,8.54,0,74541
P02209,Bangalore,Marathahalli,Villa,3,1443.0,3.0,Furnished,19,22,Yes,7.91,16,45107
P02210,Pune,Baner,Independent House,4,2726.0,4.0,Semi-Furnished,9,14,Yes,1.92,20,75601
P02211,Pune,Wakad,Apartment,4,1359.0,3.0,Semi-Furnished,17,18,Yes,4.75,18,39915
P02212,Pune,Wakad,Apartment,2,2991.0,3.0,Unfurnished,14,19,Yes,8.26,12,71957
P02213,Delhi,Dwarka,Independent House,3,2713.0,3.0,Semi-Furnished,15,21,No,7.04,0,74672
P02214,Hyderabad,Gachibowli,Villa,1,2166.0,2.0,Unfurnished,20,21,No,3.72,4,54372
P02215,Delhi,Karol Bagh,Apartment,4,723.0,1.0,Semi-Furnished,10,17,No,2.56,14,29061
P02216,Hyderabad,Kukatpally,Apartment,1,2084.0,2.0,Furnished,14,21,Yes,9.28,13,56014
P02217,Delhi,Dwarka,Independent House,5,2710.0,1.0,Furnished,11,15,Yes,5.22,6,80470
P02218,Pune,Kharadi,Villa,5,1108.0,6.0,Unfurnished,12,17,No,3.15,15,36505
P02219,Hyderabad,Hitech City,Villa,3,1204.0,2.0,Unfurnished,4,13,Yes,2.28,16,32865
P02220,Bangalore,Marathahalli,Apartment,4,966.0,3.0,Furnished,10,16,Yes,9.43,12,40280
P02221,Bangalore,Marathahalli,Villa,3,1741.0,4.0,Semi-Furnished,18,19,No,1.91,15,55972
P02222,Mumbai,Andheri,Apartment,3,1123.0,3.0,Semi-Furnished,1,9,Yes,2.37,4,55128
P02223,Hyderabad,Madhapur,Independent House,2,1360.0,1.0,Semi-Furnished,20,25,Yes,5.35,7,36559
P02224,Hyderabad,Hitech City,Apartment,5,2232.0,4.0,Furnished,19,24,Yes,4.54,3,71689
P02225,Hyderabad,Gachibowli,Villa,2,986.0,1.0,Semi-Furnished,2,16,No,5.51,5,27686
P02226,Hyderabad,Gachibowli,Villa,2,2113.0,2.0,Unfurnished,6,22,Yes,4.08,4,54921
P02227,Bangalore,Electronic City,Apartment,2,2851.0,1.0,Unfurnished,1,11,No,0.27,4,71695
P02228,Mumbai,Andheri,Villa,5,649.0,1.0,Unfurnished,7,15,Yes,3.86,7,40918
P02229,Delhi,Karol Bagh,Apartment,5,703.0,1.0,Furnished,20,21,Yes,7.15,20,31416
P02230,Mumbai,Andheri,Independent House,2,1204.0,2.0,Semi-Furnished,8,24,Yes,5.24,11,48901
P02231,Delhi,Saket,Apartment,4,2823.0,5.0,Furnished,7,8,No,7.98,11,82594
P02232,Chennai,T Nagar,Villa,2,789.0,2.0,Unfurnished,20,24,No,9.18,17,15849
P02233,Hyderabad,Madhapur,Independent House,3,2256.0,3.0,Furnished,14,15,Yes,6.23,11,62806
P02234,Pune,Hinjewadi,Apartment,4,2493.0,4.0,Semi-Furnished,13,19,Yes,3.58,15,71428
P02235,Mumbai,Andheri,Apartment,1,2807.0,1.0,Unfurnished,2,25,No,4.87,1,79440
P02236,Pune,Hinjewadi,Villa,5,695.0,2.0,Furnished,7,10,Yes,4.03,20,32851
P02237,Pune,Kharadi,Apartment,4,2407.0,4.0,Furnished,10,14,Yes,1.68,15,69470
P02238,Delhi,Saket,Villa,2,743.0,,Semi-Furnished,20,25,No,6.54,11,25007
P02239,Chennai,Anna Nagar,Apartment,1,1621.0,1.0,Unfurnished,9,16,Yes,0.59,7,43433
P02240,Hyderabad,Gachibowli,Villa,5,2762.0,6.0,Furnished,7,10,Yes,1.6,13,84106
P02241,Delhi,Karol Bagh,Independent House,5,1304.0,2.0,Semi-Furnished,17,22,Yes,5.01,17,43323
P02242,Pune,Kharadi,Independent House,3,2785.0,1.0,Semi-Furnished,6,23,Yes,0.6,3,74391
P02243,Pune,Hinjewadi,Independent House,3,1120.0,4.0,Semi-Furnished,9,15,No,4.56,7,36437
P02244,Bangalore,Electronic City,Independent House,2,1595.0,2.0,Semi-Furnished,7,15,No,9.51,11,45838
P02245,Mumbai,Powai,Independent House,5,2372.0,4.0,Semi-Furnished,16,24,No,5.97,5,79352
P02246,Hyderabad,Madhapur,Villa,3,942.0,1.0,Semi-Furnished,13,24,Yes,3.29,13,33784
P02247,Chennai,Anna Nagar,Independent House,4,2636.0,3.0,Furnished,4,6,No,7.71,14,71283
P02248,Pune,Kharadi,Apartment,5,1397.0,6.0,Semi-Furnished,0,20,No,5.93,6,46307
P02249,Pune,Baner,Apartment,1,986.0,1.0,Semi-Furnished,13,24,No,9.03,5,22829
P02250,Chennai,OMR,Independent House,4,2703.0,1.0,Semi-Furnished,11,19,No,8.61,4,68809
P02251,Bangalore,Marathahalli,Villa,1,2329.0,1.0,Furnished,7,24,Yes,1.12,14,67740
P02252,Pune,Wakad,Apartment,2,2271.0,3.0,Unfurnished,4,6,No,3.3,12,56956
P02253,Mumbai,Borivali,Apartment,4,1257.0,4.0,Unfurnished,7,12,No,2.16,3,52061
P02254,Chennai,T Nagar,Apartment,1,2571.0,2.0,Unfurnished,8,13,No,8.21,17,54932
P02255,Chennai,T Nagar,Independent House,4,2810.0,4.0,Furnished,16,19,No,5.09,20,73913
P02256,Pune,Wakad,Independent House,1,1824.0,2.0,,9,23,Yes,0.44,11,47396
P02257,Hyderabad,Hitech City,Apartment,2,1046.0,2.0,Unfurnished,11,24,Yes,9.1,6,27982
P02258,Bangalore,Whitefield,Apartment,1,1809.0,2.0,Semi-Furnished,3,19,No,7.91,16,49236
P02259,Pune,Hinjewadi,Villa,1,1337.0,1.0,Semi-Furnished,8,11,Yes,2.96,8,36232
P02260,Bangalore,Marathahalli,Independent House,4,2534.0,3.0,Furnished,6,17,Yes,5.32,20,71934
P02261,Hyderabad,Gachibowli,Independent House,3,2326.0,3.0,Semi-Furnished,16,17,Yes,0.61,20,61873
P02262,Bangalore,Indiranagar,Villa,3,2012.0,3.0,Semi-Furnished,3,19,No,5.58,1,57304
P02263,Delhi,Dwarka,Apartment,4,870.0,4.0,Unfurnished,16,25,Yes,4.94,3,35260
P02264,Bangalore,Whitefield,Independent House,5,2044.0,4.0,Unfurnished,13,15,Yes,5.77,15,60774
P02265,Mumbai,Powai,Villa,5,1277.0,6.0,Furnished,5,19,Yes,4.87,1,67541
P02266,Hyderabad,Hitech City,Independent House,5,1299.0,3.0,Furnished,8,20,Yes,5.96,13,46244
P02267,Mumbai,Bandra,Villa,3,1461.0,3.0,Furnished,7,24,Yes,2.97,12,61929
P02268,Pune,Wakad,Apartment,4,2424.0,3.0,Unfurnished,1,4,No,5.49,8,62703
P02269,Mumbai,Borivali,Villa,2,467.0,1.0,Furnished,4,21,No,2.2,14,33288
P02270,Mumbai,Borivali,Independent House,5,2744.0,6.0,Furnished,8,19,Yes,6.45,1,94243
P02271,Hyderabad,Gachibowli,Villa,3,1678.0,4.0,Furnished,7,8,No,8.22,0,52957
P02272,Delhi,Karol Bagh,Apartment,1,2320.0,1.0,Unfurnished,5,21,No,4.8,3,55070
P02273,Delhi,Saket,Apartment,3,975.0,4.0,Unfurnished,16,23,Yes,0.21,19,32896
P02274,Bangalore,Indiranagar,Apartment,2,749.0,1.0,Furnished,8,13,Yes,3.09,9,33853
P02275,Chennai,Velachery,Independent House,4,2281.0,4.0,Furnished,19,25,No,9.36,18,63930
P02276,Pune,Kharadi,Apartment,4,1944.0,5.0,Semi-Furnished,11,24,No,4.15,14,56581
P02277,Hyderabad,Hitech City,Villa,5,1996.0,5.0,Furnished,6,16,No,0.36,19,67602
P02278,Hyderabad,Gachibowli,Apartment,3,1016.0,4.0,Unfurnished,11,15,No,6.32,5,29385
P02279,Bangalore,Whitefield,Independent House,2,504.0,,Furnished,11,23,No,4.89,7,26500
P02280,Bangalore,Whitefield,Independent House,4,2853.0,1.0,Furnished,10,11,Yes,0.63,12,86602
P02281,Chennai,Anna Nagar,Apartment,1,2514.0,1.0,Furnished,12,18,Yes,6.76,14,62848
P02282,Delhi,Karol Bagh,Villa,2,1353.0,2.0,Semi-Furnished,16,25,Yes,3.71,2,45810
P02283,Chennai,Velachery,Independent House,5,2100.0,4.0,Unfurnished,2,11,No,2.58,16,59127
P02284,Pune,Kharadi,Independent House,2,1088.0,1.0,Furnished,2,18,Yes,8.21,13,32726
P02285,Hyderabad,Gachibowli,Villa,2,1721.0,2.0,Unfurnished,10,15,Yes,9.89,15,43120
P02286,Chennai,OMR,Apartment,1,590.0,1.0,Furnished,17,24,Yes,1.05,12,21980
P02287,Hyderabad,Hitech City,Villa,1,2741.0,2.0,Semi-Furnished,6,11,No,8.8,12,66360
P02288,Chennai,Velachery,Villa,2,1410.0,2.0,Semi-Furnished,20,22,No,6.06,6,36006
P02289,Bangalore,Whitefield,Apartment,1,2863.0,1.0,Unfurnished,19,24,Yes,0.85,14,73381
P02290,Bangalore,Whitefield,Independent House,5,633.0,2.0,Unfurnished,20,22,No,7.05,8,24231
P02291,Hyderabad,Gachibowli,Villa,1,2996.0,1.0,Furnished,8,16,No,4.29,2,75449
P02292,Mumbai,Borivali,Apartment,5,551.0,5.0,Furnished,4,9,No,5.3,11,45883
P02293,Hyderabad,Kukatpally,Villa,3,2325.0,1.0,Semi-Furnished,7,10,Yes,0.56,11,67183
P02294,Delhi,Rohini,Villa,2,484.0,3.0,Semi-Furnished,15,19,No,6.26,9,19401
P02295,Bangalore,Whitefield,Villa,3,1023.0,4.0,Unfurnished,7,23,No,7.39,11,35027
P02296,Bangalore,Whitefield,Independent House,4,2199.0,4.0,Unfurnished,3,20,No,4.89,4,65670
P02297,Delhi,Rohini,Independent House,2,2221.0,3.0,Unfurnished,11,12,Yes,7.34,12,58972
P02298,Chennai,Anna Nagar,Independent House,2,2875.0,1.0,Furnished,13,20,No,4.55,16,69503
P02299,Delhi,Rohini,Independent House,4,800.0,4.0,Semi-Furnished,5,11,Yes,4.75,18,35353
P02300,Chennai,OMR,Villa,5,884.0,2.0,Semi-Furnished,10,20,No,4.91,4,34389
P02301,Hyderabad,Kukatpally,Independent House,3,552.0,2.0,Unfurnished,11,23,Yes,3.31,2,26153
P02302,Hyderabad,Hitech City,Independent House,1,2037.0,2.0,Semi-Furnished,17,21,Yes,9.54,4,52828
P02303,Hyderabad,Kukatpally,Independent House,1,2638.0,2.0,Furnished,20,21,No,5.35,1,66437
P02304,Pune,Baner,Apartment,1,2921.0,1.0,Semi-Furnished,8,14,No,5.7,15,67420
P02305,Pune,Kharadi,Apartment,2,518.0,1.0,Unfurnished,6,7,Yes,1.2,4,19680
P02306,Pune,Hinjewadi,Apartment,5,2053.0,6.0,Furnished,15,20,Yes,5.8,0,67585
P02307,Pune,Baner,Apartment,2,1113.0,1.0,Furnished,13,23,Yes,8.24,20,33124
P02308,Bangalore,Indiranagar,Apartment,1,505.0,2.0,Unfurnished,6,7,Yes,8.16,5,18159
P02309,Pune,Kharadi,Apartment,3,2801.0,4.0,Semi-Furnished,7,23,No,9.94,10,70414
P02310,Pune,Hinjewadi,Villa,3,1699.0,4.0,Unfurnished,19,22,No,6.85,15,42319
P02311,Bangalore,Indiranagar,Villa,4,1303.0,3.0,Unfurnished,9,18,No,2.34,10,46180
P02312,Bangalore,Marathahalli,Independent House,4,2698.0,5.0,Unfurnished,13,19,Yes,6.73,8,75891
P02313,Chennai,OMR,Villa,2,1896.0,3.0,Unfurnished,13,24,Yes,8.58,15,44503
P02314,Mumbai,Borivali,Independent House,5,1732.0,2.0,Furnished,0,22,No,4.83,16,67742
P02315,Bangalore,Marathahalli,Apartment,2,2123.0,3.0,Unfurnished,6,15,No,2.59,13,58873
P02316,Pune,Baner,Villa,1,1908.0,1.0,Unfurnished,9,20,Yes,3.74,1,49446
P02317,Chennai,OMR,Independent House,4,1126.0,1.0,Furnished,14,18,No,1.89,19,37329
P02318,Delhi,Dwarka,Villa,4,2280.0,2.0,Unfurnished,15,18,No,2.84,11,64797
P02319,Pune,Hinjewadi,Apartment,5,567.0,1.0,Semi-Furnished,4,15,No,1.28,1,30904
P02320,Chennai,Velachery,Independent House,3,544.0,2.0,Unfurnished,3,13,Yes,3.57,2,20627
P02321,Mumbai,Powai,Villa,2,1366.0,2.0,Unfurnished,10,14,Yes,8.02,3,47113
P02322,Chennai,T Nagar,Villa,3,2809.0,1.0,Semi-Furnished,5,18,No,2.01,14,70935
P02323,Chennai,Anna Nagar,Villa,4,1200.0,3.0,Furnished,1,18,No,5.06,16,39207
P02324,Delhi,Saket,Independent House,3,1851.0,1.0,Semi-Furnished,20,24,Yes,8.02,20,47371
P02325,Delhi,Rohini,Independent House,1,771.0,2.0,Unfurnished,9,21,No,3.26,7,26824
P02326,Mumbai,Andheri,Independent House,2,2391.0,1.0,Unfurnished,3,17,No,2.16,14,70227
P02327,Mumbai,Andheri,Apartment,1,1750.0,2.0,Semi-Furnished,13,25,Yes,7.66,8,56012
P02328,Chennai,Anna Nagar,Apartment,5,1504.0,5.0,,16,24,No,1.77,18,54787
P02329,Bangalore,Indiranagar,Villa,2,793.0,3.0,Semi-Furnished,7,8,Yes,9.24,19,26572
P02330,Bangalore,Indiranagar,Villa,4,692.0,3.0,Semi-Furnished,1,24,No,7.27,18,29580
P02331,Chennai,T Nagar,Villa,4,2255.0,2.0,Unfurnished,3,9,Yes,2.95,7,62782
P02332,Delhi,Dwarka,Independent House,5,1859.0,1.0,Unfurnished,9,14,Yes,1.62,19,53809
P02333,Mumbai,Powai,Independent House,1,1042.0,1.0,Unfurnished,7,11,Yes,2.7,15,40632
P02334,Hyderabad,Kukatpally,Independent House,4,1206.0,5.0,Unfurnished,2,6,No,3.07,0,40572
P02335,Pune,Baner,Apartment,1,2585.0,1.0,Unfurnished,9,17,No,8.85,11,54680
P02336,Bangalore,Whitefield,Villa,2,2847.0,2.0,Semi-Furnished,3,25,Yes,3.34,13,74227
P02337,Pune,Hinjewadi,Villa,4,2927.0,2.0,Semi-Furnished,10,23,Yes,9.12,6,73210
P02338,Delhi,Dwarka,Independent House,2,2966.0,1.0,Unfurnished,1,25,No,2.44,19,70020
P02339,Chennai,Velachery,Villa,5,1458.0,4.0,Unfurnished,2,13,No,2.33,14,45705
P02340,Mumbai,Andheri,Apartment,3,1010.0,4.0,Semi-Furnished,0,15,No,3.59,19,48534
P02341,Pune,Hinjewadi,Independent House,2,681.0,2.0,Semi-Furnished,10,11,Yes,8.13,5,19745
P02342,Chennai,Anna Nagar,Villa,5,1449.0,5.0,Semi-Furnished,17,18,Yes,7.5,9,50109
P02343,Hyderabad,Hitech City,Apartment,5,1745.0,5.0,Semi-Furnished,14,21,Yes,2.53,1,58794
P02344,Bangalore,Electronic City,Independent House,4,2331.0,3.0,Semi-Furnished,20,21,Yes,2.55,13,71121
P02345,Delhi,Dwarka,Apartment,1,1447.0,1.0,Semi-Furnished,5,8,Yes,8.74,10,36373
P02346,Chennai,T Nagar,Independent House,4,696.0,1.0,Unfurnished,9,15,Yes,0.23,7,29388
P02347,Pune,Wakad,Independent House,2,1161.0,1.0,Unfurnished,6,9,No,5.33,20,27344
P02348,Chennai,Anna Nagar,Apartment,2,2651.0,3.0,Unfurnished,2,23,No,9.91,12,62437
P02349,Bangalore,Indiranagar,Villa,5,2876.0,6.0,Semi-Furnished,20,24,No,4.92,1,82644
P02350,Bangalore,Marathahalli,Apartment,1,1502.0,1.0,Furnished,15,16,No,1.32,7,46829
P02351,Delhi,Saket,Apartment,5,2934.0,3.0,Furnished,5,12,No,0.26,11,84761
P02352,Bangalore,Whitefield,Villa,3,1694.0,3.0,Semi-Furnished,11,18,No,1.59,12,52993
P02353,Hyderabad,Kukatpally,Apartment,5,1212.0,4.0,Semi-Furnished,15,17,Yes,4.5,3,47935
P02354,Pune,Kharadi,Apartment,4,1435.0,5.0,Semi-Furnished,12,14,Yes,7.47,12,45363
P02355,Delhi,Rohini,Apartment,3,1938.0,4.0,Furnished,14,16,Yes,5.54,16,60569
P02356,Pune,Baner,Apartment,2,1022.0,1.0,Unfurnished,20,23,No,9.62,9,22545
P02357,Mumbai,Borivali,Apartment,4,2187.0,2.0,Unfurnished,6,7,No,9.52,3,65972
P02358,Mumbai,Borivali,Apartment,3,1163.0,1.0,Semi-Furnished,5,15,Yes,1.3,12,52738
P02359,Pune,Kharadi,Apartment,4,1522.0,4.0,Furnished,8,21,No,3.9,18,48683
P02360,Delhi,Karol Bagh,Apartment,2,1995.0,3.0,Unfurnished,7,8,Yes,2.93,7,56509
P02361,Pune,Wakad,Independent House,2,772.0,2.0,Unfurnished,5,10,Yes,6.68,5,23595
P02362,Bangalore,Indiranagar,Independent House,5,1363.0,3.0,Furnished,1,10,Yes,3.9,4,55674
P02363,Bangalore,Whitefield,Villa,4,1147.0,2.0,Unfurnished,5,14,No,1.42,6,37398
P02364,Bangalore,Whitefield,Independent House,5,,6.0,Furnished,15,21,No,5.35,16,70397
P02365,Hyderabad,Kukatpally,Independent House,5,2966.0,4.0,Unfurnished,19,20,No,1.78,4,78847
P02366,Mumbai,Andheri,Apartment,3,2687.0,4.0,Semi-Furnished,13,19,Yes,5.62,17,86331
P02367,Bangalore,Whitefield,Independent House,1,2467.0,1.0,Unfurnished,10,17,Yes,1.13,13,62038
P02368,Bangalore,Electronic City,Villa,4,1951.0,3.0,Semi-Furnished,5,19,Yes,4.3,9,62894
P02369,Mumbai,Bandra,Independent House,5,2527.0,1.0,Furnished,18,25,Yes,5.35,18,86586
P02370,Delhi,Dwarka,Independent House,5,1132.0,6.0,Furnished,3,10,Yes,5.1,13,49193
P02371,Hyderabad,Gachibowli,Villa,2,920.0,2.0,Furnished,6,20,Yes,8.06,7,29270
P02372,Mumbai,Powai,Independent House,5,600.0,1.0,Semi-Furnished,19,20,Yes,4.87,5,43460
P02373,Hyderabad,Madhapur,Independent House,5,1813.0,5.0,Furnished,10,22,No,9.06,7,59808
P02374,Delhi,Dwarka,Apartment,4,1590.0,2.0,Unfurnished,20,22,Yes,9.13,10,42612
P02375,Mumbai,Powai,Apartment,5,1204.0,3.0,Unfurnished,2,23,No,8.35,13,46890
P02376,Bangalore,Electronic City,Villa,2,2112.0,1.0,Furnished,17,24,Yes,5.8,8,61186
P02377,Hyderabad,Hitech City,Apartment,5,1480.0,3.0,Furnished,3,14,No,2.33,1,55505
P02378,Chennai,Velachery,Independent House,5,2088.0,5.0,Unfurnished,10,23,Yes,6.58,13,61518
P02379,Pune,Baner,Independent House,5,2655.0,4.0,Furnished,20,23,Yes,5.71,19,77337
P02380,Chennai,Velachery,Independent House,4,1220.0,3.0,Unfurnished,2,16,No,5.18,2,36202
P02381,Chennai,Anna Nagar,Apartment,4,2304.0,1.0,Semi-Furnished,4,8,No,6.64,9,57443
P02382,Pune,Wakad,Independent House,2,1153.0,3.0,Furnished,8,12,Yes,8.15,1,38061
P02383,Pune,Wakad,Apartment,2,2227.0,2.0,Semi-Furnished,0,4,Yes,6.56,9,56387
P02384,Hyderabad,Gachibowli,Independent House,5,1558.0,2.0,Unfurnished,0,6,No,2.6,11,43465
P02385,Pune,Baner,Independent House,4,1887.0,1.0,Furnished,16,23,Yes,9.8,13,51648
P02386,Bangalore,Marathahalli,Apartment,3,2477.0,3.0,,19,24,Yes,8.99,14,67048
P02387,Hyderabad,Madhapur,Villa,2,1679.0,2.0,Furnished,20,25,Yes,5.18,5,50729
P02388,Bangalore,Whitefield,Apartment,2,1753.0,2.0,Semi-Furnished,19,22,Yes,7.54,18,46762
P02389,Bangalore,Electronic City,Apartment,4,2015.0,4.0,Semi-Furnished,18,24,No,6.08,5,62946
P02390,Hyderabad,Gachibowli,Apartment,5,2021.0,1.0,Unfurnished,8,11,Yes,6.33,17,52258
P02391,Delhi,Dwarka,Villa,2,1701.0,1.0,Semi-Furnished,20,22,No,0.22,13,51955
P02392,Chennai,T Nagar,Independent House,4,,2.0,Semi-Furnished,16,25,Yes,9.53,8,36200
P02393,Mumbai,Powai,Apartment,5,2011.0,4.0,Unfurnished,8,10,No,7.81,11,67144
P02394,Chennai,OMR,Apartment,5,1173.0,4.0,Unfurnished,4,22,No,3.57,14,37268
P02395,Chennai,OMR,Apartment,5,1872.0,2.0,Unfurnished,20,25,No,6.17,15,51946
P02396,Bangalore,Electronic City,Villa,4,2928.0,4.0,Semi-Furnished,10,14,No,6.09,15,79873
P02397,Hyderabad,Hitech City,Independent House,4,960.0,5.0,Unfurnished,6,7,Yes,7.67,18,30881
P02398,Hyderabad,Gachibowli,Villa,5,2315.0,2.0,Semi-Furnished,9,22,No,5.26,13,64491
P02399,Mumbai,Powai,Independent House,1,2123.0,1.0,Semi-Furnished,20,21,No,5.93,2,65327
P02400,Delhi,Karol Bagh,Apartment,1,557.0,1.0,Unfurnished,8,23,Yes,3.5,15,18415
P02401,Mumbai,Borivali,Villa,3,450.0,3.0,Furnished,17,24,Yes,6.93,12,37860
P02402,Pune,Baner,Independent House,5,1190.0,2.0,Semi-Furnished,6,18,No,5.84,10,35536
P02403,Hyderabad,Madhapur,Apartment,3,2125.0,4.0,Unfurnished,18,25,Yes,4.95,9,54785
P02404,Chennai,OMR,Apartment,5,2230.0,1.0,Semi-Furnished,17,20,No,8.06,3,60144
P02405,Bangalore,Electronic City,Independent House,1,1435.0,2.0,Unfurnished,15,22,Yes,7.6,9,39322
P02406,Bangalore,Indiranagar,Apartment,5,1627.0,5.0,Furnished,13,22,Yes,6.78,6,58953
P02407,Delhi,Saket,Apartment,1,796.0,1.0,Furnished,4,19,No,6.09,2,30893
P02408,Pune,Wakad,Apartment,3,2513.0,3.0,Furnished,15,23,No,5.34,15,64614
P02409,Chennai,Anna Nagar,Independent House,4,1050.0,1.0,Furnished,13,17,No,3.18,9,36743
P02410,Pune,Baner,Independent House,5,2898.0,4.0,Unfurnished,7,15,Yes,5.46,4,76194
P02411,Chennai,OMR,Independent House,4,813.0,4.0,Unfurnished,1,16,Yes,8.41,14,26168
P02412,Hyderabad,Madhapur,Independent House,4,2203.0,2.0,Unfurnished,13,16,No,2.6,12,59257
P02413,Delhi,Saket,Villa,1,2536.0,2.0,Semi-Furnished,8,24,No,6.21,9,66060
P02414,Chennai,OMR,Villa,3,1016.0,3.0,Furnished,14,22,No,8.81,0,34191
